audio_event_id,audio_recording_id,audio_recording_uuid,audio_recording_start_date_australia_brisbane_10_00,audio_recording_start_time_australia_brisbane_10_00,audio_recording_start_datetime_australia_brisbane_10_00,event_created_at_date_australia_brisbane_10_00,event_created_at_time_australia_brisbane_10_00,event_created_at_datetime_australia_brisbane_10_00,projects,site_id,site_name,event_start_date_australia_brisbane_10_00,event_start_time_australia_brisbane_10_00,event_start_datetime_australia_brisbane_10_00,event_start_seconds,event_end_seconds,event_duration_seconds,low_frequency_hertz,high_frequency_hertz,is_reference,created_by,updated_by,common_name_tags,common_name_tag_ids,species_name_tags,species_name_tag_ids,other_tags,other_tag_ids,listen_url,library_url
260422,463119,ce00f3f2-8250-42fb-89a7-78dcab365a16,2017-08-29,06:35:00,2017-08-29T06:35:00+10:00,2018-08-10,11:29:04,2018-08-10T11:29:04+10:00,1088:Cunnamulla,1790,Old Mulga 2,2017-08-29,08:16:38,2017-08-29T08:16:38+10:00,6098.576,6099.856,1.28,1312.5,3046.875,false,225,225,180:Singing Honeyeater,180,,,,,http://api.ecosounds.org/listen/463119?start=6090&end=6120,http://api.ecosounds.org/library/463119/audio_events/260422
260369,463130,da31c27d-81e0-4763-850c-60ca993661ae,2017-09-12,06:20:00,2017-09-12T06:20:00+10:00,2018-08-03,11:24:11,2018-08-03T11:24:11+10:00,1088:Cunnamulla,1790,Old Mulga 2,2017-09-12,06:41:02,2017-09-12T06:41:02+10:00,1262.1547,1262.9867,0.832,2625.0,4359.375,false,225,225,,,,,,,http://api.ecosounds.org/listen/463130?start=1260&end=1290,http://api.ecosounds.org/library/463130/audio_events/260369
257802,463133,8c402e43-d3a3-4591-bb81-59fe9d0bf5b7,2017-09-25,06:04:00,2017-09-25T06:04:00+10:00,2018-04-26,11:49:37,2018-04-26T11:49:37+10:00,1088:Cunnamulla,1790,Old Mulga 2,2017-09-25,07:50:12,2017-09-25T07:50:12+10:00,6372.608,6378.2187,5.6107,421.875,3140.625,false,225,225,146:Pied Butcherbird,146,,,,,http://api.ecosounds.org/listen/463133?start=6360&end=6390,http://api.ecosounds.org/library/463133/audio_events/257802
257801,463133,8c402e43-d3a3-4591-bb81-59fe9d0bf5b7,2017-09-25,06:04:00,2017-09-25T06:04:00+10:00,2018-04-26,11:47:06,2018-04-26T11:47:06+10:00,1088:Cunnamulla,1790,Old Mulga 2,2017-09-25,07:45:50,2017-09-25T07:45:50+10:00,6110.992,6117.008,6.016,0.0,3468.75,false,225,225,146:Pied Butcherbird,146,,,,,http://api.ecosounds.org/listen/463133?start=6090&end=6120,http://api.ecosounds.org/library/463133/audio_events/257801
257799,463133,8c402e43-d3a3-4591-bb81-59fe9d0bf5b7,2017-09-25,06:04:00,2017-09-25T06:04:00+10:00,2018-04-26,11:40:46,2018-04-26T11:40:46+10:00,1088:Cunnamulla,1790,Old Mulga 2,2017-09-25,07:08:30,2017-09-25T07:08:30+10:00,3870.8747,3877.4027,6.528,375.0,3703.125,false,225,225,6:Australian Magpie,6,,,,,http://api.ecosounds.org/listen/463133?start=3870&end=3900,http://api.ecosounds.org/library/463133/audio_events/257799
257798,463133,8c402e43-d3a3-4591-bb81-59fe9d0bf5b7,2017-09-25,06:04:00,2017-09-25T06:04:00+10:00,2018-04-26,11:29:36,2018-04-26T11:29:36+10:00,1088:Cunnamulla,1790,Old Mulga 2,2017-09-25,07:02:30,2017-09-25T07:02:30+10:00,3510.2987,3513.0507,2.752,328.125,2296.875,false,225,225,6:Australian Magpie,6,,,,,http://api.ecosounds.org/listen/463133?start=3510&end=3540,http://api.ecosounds.org/library/463133/audio_events/257798
257797,463133,8c402e43-d3a3-4591-bb81-59fe9d0bf5b7,2017-09-25,06:04:00,2017-09-25T06:04:00+10:00,2018-04-26,11:28:13,2018-04-26T11:28:13+10:00,1088:Cunnamulla,1790,Old Mulga 2,2017-09-25,06:48:23,2017-09-25T06:48:23+10:00,2663.296,2666.3893,3.0933,234.375,1453.125,false,225,225,143:Peaceful Dove,143,,,,,http://api.ecosounds.org/listen/463133?start=2640&end=2670,http://api.ecosounds.org/library/463133/audio_events/257797
257796,463133,8c402e43-d3a3-4591-bb81-59fe9d0bf5b7,2017-09-25,06:04:00,2017-09-25T06:04:00+10:00,2018-04-26,11:23:12,2018-04-26T11:23:12+10:00,1088:Cunnamulla,1790,Old Mulga 2,2017-09-25,06:18:31,2017-09-25T06:18:31+10:00,871.3227,874.0107,2.688,468.75,3984.375,false,225,225,6:Australian Magpie,6,,,,,http://api.ecosounds.org/listen/463133?start=870&end=900,http://api.ecosounds.org/library/463133/audio_events/257796
257795,463133,8c402e43-d3a3-4591-bb81-59fe9d0bf5b7,2017-09-25,06:04:00,2017-09-25T06:04:00+10:00,2018-04-26,11:19:25,2018-04-26T11:19:25+10:00,1088:Cunnamulla,1790,Old Mulga 2,2017-09-25,06:09:47,2017-09-25T06:09:47+10:00,347.4507,357.4773,10.0266,937.5,2250.0,false,225,225,232:White-winged Chough,232,,,,,http://api.ecosounds.org/listen/463133?start=330&end=360,http://api.ecosounds.org/library/463133/audio_events/257795
257794,463128,74817df0-ae30-4f28-85ab-2d4d2c3d244b,2017-09-24,06:06:00,2017-09-24T06:06:00+10:00,2018-04-26,11:11:46,2018-04-26T11:11:46+10:00,1088:Cunnamulla,1790,Old Mulga 2,2017-09-24,08:23:25,2017-09-24T08:23:25+10:00,8245.6853,8248.8213,3.136,1359.375,3937.5,false,225,225,,,,,,,http://api.ecosounds.org/listen/463128?start=8220&end=8250,http://api.ecosounds.org/library/463128/audio_events/257794
